"","taxon","(Intercept)","diseaseMS","sexM","age","bmi"
"252","Firmicutes bacterium CAG:240",0.0777510905911187,0.10224879176,0.0898994669894531,0,0
"253","Firmicutes bacterium CAG:270",0,0,0.0540820410430786,0,0.0737995695688843
"254","Firmicutes bacterium CAG:272",0.147439993003855,0.180646545864245,0.319683647111973,0,0
"255","Firmicutes bacterium CAG:308",0.0258490465778171,0.0914184595429691,0.0594230276004694,0.0741728201932298,0.137718282078363
"256","Firmicutes bacterium CAG:313",0.0162980661399335,0.0830589402545361,0.0846660873461157,0.130693225435097,0.0753766296923264
"257","Firmicutes bacterium CAG:41",0,0,0.0258574773380917,0.0786447908742691,0
"258","Firmicutes bacterium CAG:466",0.0912300653502637,0.0861455841180432,0.0312607469457144,0.00317303272114369,0
"259","Firmicutes bacterium CAG:475",0.0751964751659493,0.0319381523418928,0.185581874521707,0.0215383472344459,0.185769816048163
"260","Firmicutes bacterium CAG:536",0,0.207467795691583,0.385297861595751,0,0.12440842880142
"261","Firmicutes bacterium CAG:552",0.0378819590233819,0.065357553778356,0.0981008396795626,0.0572738708055472,0.214129821077363
"262","Firmicutes bacterium CAG:555",0.134969165274014,0.0491900880657241,0.261107929277971,0,0
"263","Acidaminococcus intestini CAG:325",0.208083220645883,0.135522461589132,0.0992981137124261,0,0.259546061249642
"264","Akkermansia muciniphila CAG:154",0.0349372445406498,0,0.105841450660755,0,0
"265","Bacteroides caccae CAG:21",0.0282257105778847,0.00350468078230364,0.00594332297944984,0.0285371028533229,0.0865838741760004
"266","Bacteroides dorei CAG:222",0.00129470112304611,0.00588881682505271,0.00396407190132241,0.00583411789717199,0.00537221788936422
"267","Bacteroides faecis CAG:32",0.0522740459262797,0.0403196275143794,0.0147910779124263,0.130561268234406,0.0524591165907545
"268","Bacteroides finegoldii CAG:203",0.0446615709323858,0.0401167299404077,0.0672477244459075,0.145164367935916,0.0427208158460123
"269","Bacteroides fragilis CAG:47",0.00736534198770773,0.0108707488833766,0.0632665201423928,0.0182438893442082,0.00401713000386967
"270","Bacteroides ovatus CAG:22",0.0038430088589633,0.0190938066979058,0.0149527026414405,0.0316970279028566,0.0134853087199447
"271","Bacteroides pectinophilus CAG:437",0.008438509709488,0.0363738066520135,0.182226897018284,0.206854547610759,0.0773421721343944
"272","Bacteroides thetaiotaomicron CAG:40",0.00445971630126623,0.00201676104695194,0.0166388121220223,0.0189617999774797,0.00929012612047696
"273","Bacteroides vulgatus CAG:6",0.000203434936593641,0.0040017981536477,0.00728871219786346,0.00249813533953213,0.00652691164404895
"274","Blautia hydrogenotrophica CAG:147",0.0251980066070181,0.0995045444722477,0.0851548738106314,0.0784075100993961,0.0196868654267744
"275","Butyrivibrio crossotus CAG:259",0.0701398406314478,0.0299064279174052,0.0171763835013917,0.0231627003199111,0
"276","Clostridium bolteae CAG:59",0.0283906647479253,0.0918996918945429,0.0770005526731765,0.0270199786891659,0.0168549269462918
"277","Clostridium clostridioforme CAG:132",0.373750680038185,0,0.62729561069241,0.0403156061956579,0.612814024478694
"278","Clostridium clostridioforme CAG:511",0,0.110714363888238,0,0.0161575677262664,0
"279","Clostridium leptum CAG:27",0.028988497394634,0.0184525976848806,0.0383893022386615,0.545662216810623,0.399223740465139
"280","Clostridium nexile CAG:348",0,0.0480609566171737,0.0282874842151478,0.00924603732732832,0
"281","Coprococcus eutactus CAG:665",0.0178413803524446,0.0273515476730731,0,0.0454957971152941,0.11792871137477
"282","Dialister invisus CAG:218",0.0185618468473658,0.0518038671414506,0.392589005125106,0.0544303789127346,0.00158511619677062
"283","Eubacterium dolichum CAG:375",0.43376229649663,0.120389054455643,0.23345133722121,0.0696168912181283,0.423209252325258
"284","Lactobacillus ruminis CAG:367",0.14291004494259,0,0.0582571186820241,0.210349929838482,0.62214928199787
"285","Methanobrevibacter smithii CAG:186",0.0851366058865597,0.125233863613222,0.358212969443259,0,0.0509200067043869
"286","Odoribacter laneus CAG:561",0.066241171045074,0.0437393362508157,0.127305368072069,0.120887409995156,0.0162147235970225
"287","Odoribacter splanchnicus CAG:14",0.0217715596138196,0.0115395743646622,0.0110346130442136,0.0365931888278243,0.0996244663125332
"288","Parabacteroides merdae CAG:48",0.0140700016398921,0.0119361997769747,0.0330374753133342,0.0140005102210167,0.00780183204585458
"289","Paraprevotella clara CAG:116",0.0237510890512262,0.00486508007514491,0.0476946888294097,0.0190457667467249,0.0378901107183899
"290","Parasutterella excrementihominis CAG:233",0.0943927919410828,0.0713566862617252,0.107798565508075,0.0439948105810205,0.0650160526421474
"291","Peptostreptococcus anaerobius CAG:621",0.216591851942073,0.0618411063141463,0.0710343642570057,0.342400414158575,0.284910379173117
"292","Prevotella stercorea CAG:629",0.0458408753241711,0.0190354990290124,0,0.122971667562072,0.156687294876701
"293","Ruminococcus obeum CAG:39",0.0028036133655139,0,0,0.0054258394708037,0.00339604925769455
"294","Ruminococcus torques CAG:61",0,0,0.0160262407270919,0.0128762132339009,0
"295","Sutterella wadsworthensis CAG:135",0.106803425919618,0.0883793591271869,0.0660104519365691,0.0142743189304367,0.0979823072140965
"296","Oscillibacter ruminantium",0.0738257775940184,0.208761291381573,0.0634212382133899,0,0.153377585841587
"297","Ruminococcus albus",0.587938022302348,0,0.347957615713485,0.138898781567594,0
"298","Ruminococcus flavefaciens",0.0898414394664587,0,0.0995128696076001,0.0888429640520068,0
"299","Clostridium ventriculi",0.020553114900767,0.164324207807818,0.45123344812877,0.0358312539355571,0.0296348601397144
"300","Pantoea sp. IMH",0.135818592382044,0.16030124507892,0.410767625293696,0.0575087163667086,0.328512481755473
"301","Peptoniphilus timonensis",0.156684086555442,0,0.25692596448664,0.0388257351613948,0.170118902212984
"302","Micrococcus luteus",0.151343478172049,0.161233927452825,0.496110754140053,0.394143623980519,0.0342293403861688
"303","Staphylococcus aureus",0.0725627439126812,0.0915638647766882,0.0254361621117326,0.0976176457294839,0.0578474547009108
"304","Butyrivibrio sp. VCD2006",0.685402643977856,0.202653560647331,0.218501461301545,0.952073502164054,0.23899336375073
"305","Butyrivibrio sp. AE3009",0.387891600049431,0.174179250901449,0.271791127402629,0.49658191565907,0.321290894601267
"306","Butyrivibrio sp. AD3002",0.184917493780918,0,0.0433163868099158,0.300678305065702,0.104307051808739
"307","Prevotella sp. AGR2160",0.142681372209461,0.225414833143212,0,0.164900565803929,0
"308","Butyrivibrio sp. WCD3002",0.30054584413328,0,0.361216101688085,0.139149183251557,0.319319962848728
"309","Butyrivibrio sp. WCD2001",0.559474972011324,0.403402849262144,0.133495169120997,0.498400547684134,0.165258303327995
"310","Butyrivibrio sp. NC2007",0.200808293090684,0,0.427746185011478,0.246737424164783,0.713899225014762
"311","Butyrivibrio sp. FCS006",0.159878182224087,0.214131370925262,0.568017834868807,0,0.552592947137642
"312","Butyrivibrio sp. NC3005",0.425544122988128,0.230085616337129,0.29498168316094,0.19943210480041,0.27721742782242
"313","Butyrivibrio sp. MC2013",0.324954957517447,0.0932716516095655,0.655187395011157,0.529428901244896,0.0957269949550116
"314","Staphylococcus epidermidis",0.170284134706457,0.333486712298686,0.0990335427719247,0.0993897912841484,0.0776312036005258
"315","Staphylococcus haemolyticus",0,0.0317064912230398,0.0399079898070376,0.0673602741081446,0
"316","Tissierellia bacterium S7-1-4",0.0373537085833958,0,0,0.104651233164385,0.108668065763991
"317","Prevotella sp. S7-1-8",0.0122914061584278,0.00413426222248797,0.015170209235693,0.00932335330320954,0.00714504771080077
"318","Prevotella sp. S7 MS 2",0.0568133573283863,0.0404023529463197,0.0311633595760182,0.20992441626978,0.0375227023303778
"319","Anaerococcus obesiensis",0.0196045756272772,0,0.0132525454569848,0.039526290395837,0.047227934870911
"320","Alistipes senegalensis",0.0136320004058279,0.0257923613266198,0.0229151303680968,0.0868819063650847,0.0159561289690254
"321","Actinomyces timonensis",0.128352445410149,0.126311361340954,0.22283694455708,0.324930036748715,0.0156633467144205
"322","Moraxella porci",0.103336989276873,0.0889867598423651,0.449315992755881,0.22117612258549,0.11944272949153
"323","Staphylococcus hominis",0,0.154124799260079,0.519462116657689,0,0.0221307759344085
"324","Staphylococcus warneri",0.353539179490941,0.0889394640528664,0.360888773200583,0.570515836320611,0.0988425294285176
"325","Staphylococcus schleiferi",0.200084321472418,0.0187336578608109,0.412584433562719,0.385303735600704,0.106327846081394
"326","Intestinimonas butyriciproducens",0.0154399106862627,0.00470103752053572,0,0,0
"327","Olsenella scatoligenes",0.190961890624757,0.0356434927035958,0.460005570480472,0.239959264820396,0.0697624686449335
"328","[Clostridium] dakarense",0.102626922212372,0.142179012769279,0,0.079652748177944,0.106137533757148
"329","Streptococcus gordonii",0,0.17172802116393,0.00704846522046807,0,0.186223792095361
"330","Streptococcus oralis",0.0279532095447925,0.0669571566692362,0.159248942182345,0.101360782921472,0.0548918962981437
"331","Streptococcus salivarius",0.0326959325408593,0.0555436191118782,0.0184366384020457,0.0026291017623078,0
"332","Streptococcus sanguinis",0.0653543932916727,0.231976458699862,0.12166288014664,0.094976640471653,0.0535818960573125
"333","Streptococcus suis",0.0334562683853303,0.0645286432290821,0.0672611953383875,0.18487029973009,0.071581034338893
"334","Globicatella sanguinis",0.166872288775287,0.290893582058749,0.188605407275131,0.0947338507117097,0.125979391628091
"335","Streptococcus thermophilus",0.0718186680393827,0.0544206251336468,0.0387283470724498,0.0533935018831643,0.0674773140078026
"336","Streptococcus mutans",0,0.105502375568426,0.0594742842335476,0,0.189320944339521
"337","Streptococcus sobrinus",0.366730076975162,0.076953832041218,0.118411149085732,0.205074160961456,0.0880889073851427
"338","Streptococcus agalactiae",0.418427630289949,0.101081992662112,0.0687731792518831,0.218173643756155,0.245145950776033
"339","Actinomyces radingae",0.102383651930291,0,0.0572703138866801,0.0495716788637827,0.0798186609122496
"340","Actinomyces turicensis",0.0270325138783355,0.378586421275074,0,0.0256849024566688,0.0399244803374682
"341","Streptococcus pyogenes",0.660723335507054,0.205036099309488,0.0511303149924386,0.30197207496808,0.350437097142065
"342","Streptococcus parasanguinis",0.0542806747690074,0.343115372291881,0.0117354614229177,0.110405281338463,0.274100102417202
"343","Peptostreptococcaceae bacterium oral taxon 113",0.245218706842304,0,0.144009816567509,0.165508594390002,0.0808008511475128
"344","Blautia hansenii",0.0369592340150466,0.0171907020693916,0.0390521757265083,0,0
"345","Faecalicoccus pleomorphus",0.0907721186493809,0.00793253562064855,0.0108009403159279,0.249155730188318,0.0193717135420145
"346","Rhodococcus defluvii",0.313996829337326,0.0907788332383634,0.350226853229565,0.310665370051943,0.176307850179959
"347","Chryseobacterium gallinarum",0,0.00952591107322013,0.0138611143130569,0.117312689884343,0.0539134413951665
"348","Clostridium polynesiense",0.14082514078231,0.237104196783614,0.0793675312397437,0,0.55758866544637
"349","Streptococcus anginosus",0.167738626299092,0.539451602669432,0.0979331342327742,0.374303414222985,0.142272455335943
"350","Bifidobacterium aesculapii",0.480853672395507,0.088303942885328,0.10462253467922,0.0128065927778408,0.767084611099828
"351","Streptococcus dysgalactiae",0.521185169285706,0.0774494542714254,0.0610970644737727,0.0714011916496967,0.457357697940604
"352","Enterobacter lignolyticus",0.143748983923464,0.157423832476199,0.2208652414234,0.428641552165837,0.147204039033692
"353","Streptococcus intermedius",0.0633527321886903,0,0.0308047083038959,0.25711027544444,0.170435099767375
"354","Kocuria sp. ZOR0020",0.475875882274008,0.180407156607122,0.288031947412307,0.630799873797098,0.0979591178707701
"355","Methylobacterium sp. ZNC0032",0.0268509721846211,0.354807629548949,0.306254640190019,0.298438152875465,0.101767620874328
"356","Firmicutes bacterium ZOR0006",0.256259795048032,0.238646229777705,0.208400308651529,0.373926159252737,0.0679204469903741
"357","Olsenella uli",0.319563392610947,0.295668245235714,0.297630329898443,0.185889980906579,0.176464509060477
"358","Corynebacterium freneyi",0.0646888740173452,0.126887516717263,0.290859057510575,0.334013167779069,0.137741718834781
"359","Streptococcus iniae",0.168087571486139,0.122744517821926,0.0963467991246,0.150572066144838,0.125587413952948
"360","Clostridium sp. ND2",0.0217327803929202,0.0542687225601041,0.377689411814746,0.124151188780229,0.254872165104936
"361","Anaerosalibacter massiliensis",0.246017801808638,0.080902475805831,0.348884808102722,0.347148553054838,0.0268894675832637
"362","Bacteroides neonati",0.0243698554613392,0.01449269342616,0.0398065018323275,0.0502146914768843,0.047736320965754
"363","Streptococcus parauberis",0.0681877854320411,0.0821147167974817,0.149595609655674,0.190402988806998,0.0896488790556206
"364","Streptococcus uberis",0.465139884291818,0.165586877686311,0.0424240096637792,0.324244381941753,0.224609084013761
"365","Enterococcus faecalis",0.0332345594697484,0.0210991213892296,0,0.0217845445114872,0.0269192107761411
"366","Enterococcus faecium",0.153908025498882,0.10333370100814,0.02888872760746,0.0855686172835656,0.195771914128719
"367","Enterococcus gallinarum",0.114221598363796,0.0560825716407962,0.0938479132630023,0.136603167127402,0.04475220092582
"368","Peptoniphilus sp. ChDC B134",0.180784238288537,0.444294893210468,0.108351897298409,0.335791418390109,0.268288291239135
"369","Enterococcus columbae",0.14806195913121,0.088289238084727,0.423226295558639,0.17344804059444,0.0927657675036032
"370","Lactococcus lactis",0.026440003774346,0.27752696933111,0.0526027271055577,0.165939248116452,0.0614343230087171
"371","Lactococcus garvieae",0.150053215326785,0.189680515926951,0.17031166033215,0.200153994738567,0.0863606595785663
"372","Lactococcus piscium",0.0152092925520862,0.0861792999714952,0.308243760646961,0.305323272093996,0.0635505596476817
"373","Lactobacillus equi",0.113889284749859,0.185206096090683,0.0705977823163643,0.0834626149295847,0.0697118937511708
"374","Weissella cibaria",0.102476603073978,0.163254323792033,0.147015439400161,0.152036108396708,0.053439372070192
"375","Aerococcus viridans",0.101470486610272,0.294041357043665,0.519432490645215,0.145649473567646,0.169112410981422
"376","Facklamia ignava",0.0406337031412429,0.309641645801379,0,0.069141442528096,0.036186303626757
"377","Granulicatella elegans",0.403374607006594,0.10430465977991,0.597983282435766,0.477130421327334,0.191254708280047
"378","Firmicutes bacterium ASF500",0.14965999596525,0.0235745961487362,0.0235493700888984,0.194248613857623,0.0319575386489426
"379","Clostridium neonatale",0.0735902709665325,0.0378847223593301,0.665801349364927,0.0729948108107485,0.238714875935375
"380","Gemella haemolysans",0.395482958723494,0.102935022215432,0.276021083743491,0,0.0586591025240897
"381","Atopobium minutum",0.058767906546011,0,0.0820405249015693,0.0599233482916188,0.0458040639063411
"382","Sphingomonas sp. ERG5",0.350557435107959,0.0254379143172373,0.250833283135701,0.650326734938009,0.118124277441693
"383","Atopobium parvulum",0.277697324125471,0.0448719380628574,0.218849561787645,0.412394141373406,0.130801445303754
"384","Atopobium rimae",0.581282906421437,0.0797594388322912,0.370443646287527,0.835610054564527,0.100044906692657
"385","Olsenella profusa",0.407723013484163,0.189282204918355,0.463621464351035,0.386245574090345,0.209005401299482
"386","Cellulomonas carbonis",0.138163358453817,0.0234561193006799,0.0300617801937872,0.1057900612873,0.252657997439552
"387","Clostridium sp. Ade.TY",0.0612649180445455,0.0502176949743663,0.568308522071727,0.104245827944195,0.0297314682254114
"388","Prevotella sp. HUN102",0.0696100785741697,0.158280043865882,0.289006057571673,0.0559803231380425,0.153401787134142
"389","Eubacterium sp. AB3007",0.104224056839152,0.0727650025421857,0.0524529486736695,0.0936655064871622,0.371500862374168
"390","Lachnospiraceae bacterium AC2031",0,0,0.0713052062503791,0.136518836236611,0.820656028677774
"391","Lachnospiraceae bacterium AC2012",0.168457304702026,0,0,0,0.239799761290037
"392","Lachnospiraceae bacterium TWA4",0.386107731234567,0.290180040590121,0.159543174346853,0.423249987367994,0.0458039453227066
"393","Atopobium deltae",0.0798545031275665,0.167952948089897,0.103388900366609,0.0433795221595683,0.0922856040065567
"394","Necropsobacter massiliensis",0.423817561048385,0.147752168177424,0.0766640558650301,0.605325494565936,0.0878662159867192
"395","Bacteroidales bacterium CF",0.432662103669113,0.148445897473021,0.0609502840804544,0,0.46093376413488
"396","Staphylococcus sp. DORA_6_22",0.165122761925671,0.126096152645046,0.246970828260254,0.415764161039776,0.0821701274249856
"397","Lachnobacterium bovis",0.120007792595197,0,0.173521084157545,0.487682104509411,0.0616473862538167
"398","Candidatus Methanomassiliicoccus intestinalis",0.0746042449380922,0.0500439139803216,0.0375025487797089,0.270711445824562,0.0891717392778881
"399","Butyrivibrio sp. LB2008",0.157477890847771,0.156499928228272,0.56476456517644,0.529194642155217,0.1556531200095
"400","Prevotella sp. FD3004",0.342503585892527,0.4162982576636,0.709560156427427,1.08458720979326,0.124492053628226
"401","Lachnospiraceae bacterium AB2028",0.128788265710321,0.129867927437865,0.348126373851484,0.0171778711233369,0.275396102240571
"402","Lachnospiraceae bacterium AC2014",0.108261264780337,0.0912402173246789,0.330422051854518,0,0
"403","Lachnospiraceae bacterium AC2028",0.205375630919217,0.114416326847237,0.325607446040945,0.301447080189911,0.312447791401008
"404","Lachnospiraceae bacterium AC3007",0.315936137241474,0.164309075115037,0.404334653445198,0.321187984333759,0.127650258791512
"405","Lachnospiraceae bacterium MA2020",0.134557964584647,0.199410173543228,0.454362381621503,0.185217003531653,0.0719243668905122
"406","Lachnospiraceae bacterium MC2017",0.17541946965205,0.27695470306645,0.368329126179996,0.197917340157504,0.109982109195592
"407","Bacteroides sp. Ga6A1",0.0209038960179633,0.0920036932575354,0.525891850827498,0,0.0892443858508017
"408","Bacteroides sp. Ga6A2",0.0549330170160805,0.0206186523824897,0.600901955769075,0,0.158602150818272
"409","Butyrivibrio sp. NC2002",0.060916079208622,0.166293924888448,0.040285379845856,0.230288415377636,0.15136473370243
"410","Pseudobutyrivibrio sp. MD2005",0.0536870902438858,0.294440233807077,0.556152819263534,0.307516413281161,0.158222375542996
"411","Ruminococcus sp. FC2018",0.47589983673407,0.198462861341098,0.90259893273516,0.0459386428145683,0
"412","Lachnospiraceae bacterium AD3010",0.0932822824065715,0.240189884601864,0.638274153718589,0.371231985091968,0.0447262067139455
"413","Lachnospiraceae bacterium C6A11",0,0,0.42258068015985,0.43411864249741,0.489577096429967
"414","Lachnospiraceae bacterium FD2005",0.690873831830506,0.254427413852987,0.115948033086005,0,0.273018517378675
"415","Lachnospiraceae bacterium FE2018",0.139185860764442,0.0801231254191788,0.492095120641882,0.21321489813915,0.307284282767823
"416","Lachnospiraceae bacterium NC2008",0.423581652825211,0,0.359417668144198,0.19340130566088,0
"417","Lachnospiraceae bacterium P6B14",0,0,0.149920766378324,0.097066539762409,0.399242511505357
"418","Lachnospiraceae bacterium V9D3004",0.248748338847752,0.0336680237119841,0.192436831875836,0.348581915293244,0.339768372843861
"419","Lachnospiraceae bacterium YSB2008",0.131176921782873,0.641604060251342,0.295683775684176,0.423496719065994,0.0898459018776918
"420","Methyloglobulus morosus",0.0628861401579733,0.0969339754290462,0.440240803408495,0.0652286351570455,0.0975665096047055
"421","Corynebacterium jeddahense",0,0.0625442027966527,0.0612040722041477,0,0.0556063680123753
"422","Eisenbergiella tayi",0,0,0.0334159951302775,0,0.0153405789443081
"423","Mucinivorans hirudinis",0.257620704016387,0.0937061008438653,0.49161276866881,0.274525536820518,0.368564288422029
"424","Filifactor alocis",0.127898711561584,0.233161641304889,0.0272926492936,0.0992280655450473,0.245297156021266
"425","[Eubacterium] sulci",0,0.0188369751739629,0.227091982241275,0.0476475581358001,0.313432052198119
"426","Campylobacter corcagiensis",0.284988159204121,0.264860934565509,0,0.122572846413312,0.384874498509739
"427","Amphibacillus xylanus",0.669683076698904,0.228196527566045,0.187923636404269,0.358287630408576,0.348163134754093
"428","Clostridium sp. KNHs205",0.0390011407206926,0.3630971567214,0.104764378127626,0.3351508555161,0.486112705578604
"429","Bacillus azotoformans",0.0439452715418467,0.0841524309971707,0.284093709018812,0,0.0449380083916702
"430","Lachnospiraceae bacterium AC2029",0.200093578075578,0,0.0833263531385943,0.240350628373282,0.0495832253834445
"431","Alistipes timonensis",0.0247298362573481,0.0668348311796363,0.204862520774066,0,0.121232263331284
"432","Peptoniphilus grossensis",0.0119388659226153,0,0.0560648438025018,0.010389445073798,0.0504842810896584
"433","Peptoniphilus senegalensis",0.0406207855355771,0,0.0737172762030889,0.0246257797380978,0.0722235030315081
"434","Anaerococcus pacaensis",0.0413167731645854,0,0.0675601900072199,0.090148490655681,0.119134956436239
"435","Dendrosporobacter quercicolus",0.167499254818484,0.176272702646903,0.425662314801351,0.115006249885747,0.151022561770358
"436","Corynebacterium simulans",0,0.0212820878300146,0.243728254695132,0,0.0639697953659498
"437","Holdemania massiliensis",0.132240375351683,0.0232316343794886,0.035747396884139,0.026738353890748,0
"438","Burkholderiales bacterium GJ-E10",0.43773084659815,0.0675620077432702,0.118694847879995,0.347214354259143,0.44139333122173
"439","Clostridium sp. KNHs209",0.309558096403502,0,0.286076799279821,0.24877894992725,0.0200018367407383
"440","Alistipes ihumii",0.111547772396274,0.0540230558226473,0.0134323629707894,0.162735954813578,0.0305981698358502
"441","Candidatus Soleaferrea massiliensis",0.0761664786556132,0.334797269536024,0.0878809424402592,0.160827789014283,0.205254446418642
"442","Clostridium ihumii",0.213796495007784,0.172809661116215,0.237574342738035,0.225350959477851,0.16301125626895
"443","Novibacillus thermophilus",1.24733354116699,0.108243548374168,0.216317751871866,0.880364555615472,0.440298867301586
"444","Collinsella stercoris",0.468207136824095,0.0292476653305548,0,0.0096483095557786,0.512899060873517
"445","Collinsella intestinalis",0.117522459189143,0.0233517974264355,0.417470891084742,0.071651751383264,0.376245677687611
"446","Falsirhodobacter sp. alg1",0.290370780108847,0.142160227048555,0.454161362784,0.27421266633923,0.419287592933164
"447","Enorma massiliensis",0.0726312758480281,0.0233499959993412,0.152404488029769,0.0735506207575629,0.0322704938365959
"448","Kallipyga massiliensis",0.157859188288606,0,0.0632972514538484,0.00737995822634894,0.0923200350326996
"449","Peptoniphilus obesi",0.0481481269372072,0,0.0542234594787318,0.101515463098364,0.153109645245232
"450","Senegalimassilia anaerobia",0.0157414334146959,0.13745678934167,0,0.0421031986702837,0.0127900113494968
"451","Candidatus Saccharibacteria oral taxon TM7x",0.592682358443231,0.16695787083431,0.353194958888366,0.58182985880422,0.283969536436428
"452","Peptostreptococcaceae bacterium VA2",0.133760649403649,0.314802706988497,0,0.0900292269479431,0.0806480797712974
"453","Lactobacillus iners",0,0.247670899561207,0,0,0.168880782246686
"454","Pantoea sp. PSNIH2",0.173059679943861,0.171133134108946,0.109452392072615,0,0.179584258699338
"455","Lactobacillus ingluviei",0.131473268432879,0.102204437885522,0.346406884646071,0.103595980916103,0.593760354288081
"456","Paraclostridium bifermentans",0.219484261130043,0.109836975117041,0.372264101577726,0.180820074463124,0.251760742893083
"457","Streptococcus urinalis",0.143981579066434,0.0216069341067404,0.0451699544619703,0.167645748676577,0.0892039388945271
"458","Clostridium botulinum",0.245532829293677,0.0631243653779932,0.837181854062452,0.213519546183182,0.167314192507871
"459","Clostridium butyricum",0.122804496324732,0.0797038299925555,0.635973859740192,0.0980741356554313,0.160066800926449
"460","Clostridium cellulovorans",0.029097488646252,0.164079673177607,0.461985063420694,0.0260015017645516,0.0839901935412089
"461","Clostridioides difficile",0.0331056200793649,0.100400316452361,0.131028311604581,0.0370989919396627,0
"462","Butyrivibrio sp. AE3003",0.0575890476463117,0.357921793830177,0.184673292919517,0.710775045575731,0.259316034767343
"463","Butyrivibrio sp. AE2005",0.403519600567075,0.360644839056161,0.0830871162199378,0.846588416366533,0.0534783143089514
"464","[Clostridium] josui",0.460750286512221,0.0795830212432743,0.105321334632131,0.368869325323753,0.115494902668031
"465","Bacillus rubiinfantis",0.550140637302516,0.104600938299942,0.0899046482426679,0.353034141259622,0.322728528487424
"466","Collinsella sp. MS5",0.123921310465141,0.0440127489827234,0,0.0935408705968222,0.0456171383536895
"467","Clostridium sp. CL-6",0.0772810771492056,0.231217070819938,0.631761962295788,0.0559238551157216,0.464694029677081
"468","Bacillus andreraoultii",0.239077495156172,0.0479368531200148,0.113869297413988,0.405744565359693,0.0246254487588873
"469","Pseudomonas saudiphocaensis",0.433221371354069,0.110664624871545,0.442171424486542,0.422589584928968,0.209857888213065
"470","Clostridium sp. LF2",0.349457373839163,0.0629434258815555,0.546488536442221,0.334127138382202,0.162039886523014
"471","Clostridium pasteurianum",0.290697383837154,0.105739648957792,0.462198017033285,0.289937301909328,0.444085736770435
"472","Oribacterium parvum",0.189344238322534,0.0515541362258546,0.0833398727230177,0.0449908995676637,0.283580955702487
"473","Alistipes inops",0.0254164361644945,0.0820656886712446,0.0893003418588065,0,0
"474","Coprobacter secundus",0.0181803772609146,0.0186557584368826,0.0280138804000891,0.0231539196045055,0.00238708029169269
"475","Clostridium perfringens",0.472930164807526,0.0639931472724315,0,0.0926756016387877,0
"476","Veillonella seminalis",0.0810945714478247,0.0165517855599707,0.0444010209156086,0.0471079174853833,0.038052232225261
"477","bacterium OL-1",0.075914572577424,0.0386670791248921,0.321458588365604,0.0689115405179447,0.075598849082812
"478","bacterium LF-3",0,0,0.0144199188198308,0,0.0537420525521648
"479","Paeniclostridium sordellii",0.22781869824388,0.0391790036466179,0,0.157332571006821,0.348075656930739
"480","Sutterellaceae bacterium ND3",0,0.051624656402077,0.233228858795334,0,0.546370642772647
"481","Butyrivibrio sp. AE3004",0.101123777346276,0.582009385553035,0.149403984056253,0.503456427555646,0.251408435791571
"482","Acetoanaerobium sticklandii",0.223228057526924,0.202154135113644,0.325349057171256,0.305247602275056,0.1439012249689
"483","[Clostridium] symbiosum",0.0351044168609772,0.0254143448695391,0.148146067293187,0.00510587444309511,0.0248588144665701
"484","Bacteroides coprosuis",0.0731281522185048,0.0349600565832252,0.0217785308280864,0.254286630620543,0.0445057597674508
"485","Ruminococcus sp. HUN007",0.21557238314161,0,0,0.273018939905015,0
"486","Porphyromonas sp. COT-239 OH1446",0.0444747017722838,0.180351540104306,0.138323109827832,0.0447978215000078,0.0863895593782729
"487","Porphyromonas sp. COT-290 OH3588",0.213173533463905,0.301477281736336,0.0699178485480036,0.433942913632099,0.0473344150394486
"488","Porphyromonadaceae bacterium COT-184 OH4590",0.137197847188024,0.151779831830501,0.790330198192049,0.170463872564537,0.0882464903333681
"489","Eubacterium sp. ER2",0.0501223513492214,0.0263405098748246,0.030368349634752,0.0255633166361646,0.0203303327303295
"490","Oscillibacter sp. ER4",0.00120279670058731,7.85748587241392e-05,0.000114683773202048,0.00257325354876325,0.000350777480065728
"491","Clostridium beijerinckii",0.100702156546408,0.0296158111788564,0.976873103916368,0.185029541602113,0.0404411088053994
"492","Pseudobutyrivibrio sp. ACV-2",0.930114687681013,0.538453641928967,0.698601628183533,0.56356944844762,0.369112005265475
"493","Butyrivibrio sp. INlla16",0.326002614274285,0,0.105334172972726,0.188937450943614,0.566286733548614
"494","Butyrivibrio sp. INlla21",0.154281556667236,0,0.22265450894543,0.196265917649588,0.282775842933812
"495","[Clostridium] cellulolyticum",0.411361511997891,0.136228701695855,0.122801174179952,0.270575060391639,0.222540945045485
"496","[Clostridium] innocuum",0,0.0637757634111633,0.0825069008003091,0,0.0121564061566053
"497","Flaviflexus massiliensis",0.222921566281333,0.129503191438401,0.481345738589606,0.303197518313224,0.229775673825074
"498","Lactobacillus parabuchneri",0.31127447070143,0.0926464943745165,0.361805772855854,0.370297596867993,0.159326119677005
"499","Phaeodactylibacter xiamenensis",0.103027143284525,0.0210315154023697,0.0358993808944964,0.202006425488887,0.0209624451520078
"500","[Clostridium] aminophilum",0.192830658127461,0.0591824018107053,0.0613164978180791,0.0471808295793554,0.129938351743418
"501","Anaerocolumna aminovalerica",0.200656453529424,0.384157992969879,0.579018243815559,0.127282923170224,0.117840304327437
"502","Lawsonella clevelandensis",0.0199327074408478,0,0.194011478728406,0.0875745107879763,0.0823387638092877
"503","Clostridium cadaveris",0.200230086017614,0.123785051890995,0.285794444328948,0.139129049037238,0.162110216888645
